"Date","Department","Category","Region","Budget Amount","Actual Amount","Payment Method","Transaction ID"
"2021-03-01","Marketing","Utilities","North","124349","32137","Cash","TXN107173"
"2023-06-12","HR","Travel","North","64797","122594","UPI","TXN107174"
"2021-08-13","IT","Infrastructure","Central","61833","151973","UPI","TXN107175"
"2022-12-01","Finance","Travel","West","68093","139355","Card","TXN107176"
"2022-08-05","Marketing","Marketing","South","106651","22208","Cash","TXN107177"
"2023-09-21","Sales","Travel","East","89414","50994","UPI","TXN107178"
"2021-06-18","Finance","Salaries","West","80126","30710","UPI","TXN107179"
"2023-12-22","IT","Travel","Central","111778","136327","UPI","TXN107180"
"2021-01-14","Marketing","Training","West","12973","14243","UPI","TXN107181"
"2021-06-13","IT","Utilities","North","134249","57907","Cash","TXN107182"
"2023-01-27","Marketing","Salaries","West","92958","147432","Cash","TXN107183"
"2023-11-18","Marketing","Utilities","West","121645","124967","Cash","TXN107184"
"2022-03-22","IT","Training","West","24495","154778","Bank Transfer","TXN107185"
"2022-12-17","IT","Marketing","East","129410","138387","Cash","TXN107186"
"2023-09-03","Finance","Infrastructure","Central","127585","125349","Cash","TXN107187"
"2023-03-30","Sales","Marketing","West","46070","78360","Card","TXN107188"
"2021-04-14","IT","Salaries","West","43563","57391","UPI","TXN107189"
"2023-01-12","Operations","Training","East","29193","154140","UPI","TXN107190"
"2022-03-02","Sales","Training","South","22727","110669","Card","TXN107191"
"2022-10-01","Operations","Infrastructure","West","134234","125275","Cash","TXN107192"
"2023-04-30","Finance","Travel","West","124960","107613","UPI","TXN107193"
"2023-02-08","IT","Salaries","South","65460","152949","Bank Transfer","TXN107194"
"2021-10-04","Sales","Infrastructure","West","25218","155898","Bank Transfer","TXN107195"
"2023-12-25","IT","Utilities","West","38444","156363","Card","TXN107196"
"2023-06-19","Marketing","Infrastructure","West","79187","34993","Bank Transfer","TXN107197"
"2021-07-07","IT","Utilities","Central","33519","66487","Card","TXN107198"
"2021-04-15","Sales","Utilities","North","60107","163722","Bank Transfer","TXN107199"
"2022-06-30","IT","Training","Central","34281","10470","Bank Transfer","TXN107200"
"2022-01-15","IT","Infrastructure","South","29316","154242","Bank Transfer","TXN107201"
"2021-04-20","HR","Training","Central","83915","94760","Card","TXN107202"
"2022-06-29","HR","Training","Central","56554","47182","UPI","TXN107203"
"2021-12-20","Sales","Marketing","East","10207","151461","Card","TXN107204"
"2023-01-13","Sales","Marketing","South","10073","74133","Cash","TXN107205"
"2021-11-13","Marketing","Training","South","34427","132452","Cash","TXN107206"
"2023-12-25","Marketing","Training","South","139513","147935","Bank Transfer","TXN107207"
"2021-11-29","IT","Utilities","Central","86347","94939","Bank Transfer","TXN107208"
"2022-08-15","Operations","Training","South","84777","159171","UPI","TXN107209"
"2023-02-22","Sales","Salaries","East","80505","134746","UPI","TXN107210"
"2022-06-24","IT","Infrastructure","West","50472","10899","UPI","TXN107211"
"2023-01-05","Operations","Salaries","Central","146961","157919","Bank Transfer","TXN107212"
"2022-09-13","HR","Marketing","West","149778","110294","Card","TXN107213"
"2022-09-11","Marketing","Salaries","West","21520","43516","Bank Transfer","TXN107214"
"2023-06-28","Sales","Travel","Central","141351","84318","Cash","TXN107215"
"2023-09-19","IT","Travel","Central","74305","21586","Bank Transfer","TXN107216"
"2021-04-09","HR","Marketing","South","103098","19222","UPI","TXN107217"
"2021-11-13","Finance","Salaries","East","103491","101493","Cash","TXN107218"
"2021-05-03","HR","Infrastructure","Central","141362","104127","Bank Transfer","TXN107219"
"2023-03-10","IT","Marketing","West","140351","138179","UPI","TXN107220"
"2022-04-02","Marketing","Travel","Central","99903","34287","Bank Transfer","TXN107221"
"2022-06-06","Operations","Marketing","East","34107","137908","Bank Transfer","TXN107222"
"2022-06-04","Finance","Salaries","North","93542","168673","UPI","TXN107223"
"2023-07-06","Finance","Salaries","West","29935","158857","Cash","TXN107224"
"2022-12-18","Marketing","Salaries","North","118507","110405","Cash","TXN107225"
"2021-11-11","Finance","Utilities","North","70033","64907","Card","TXN107226"
"2022-12-10","Sales","Salaries","East","15257","92336","Cash","TXN107227"
"2022-12-11","IT","Training","Central","112299","149592","Bank Transfer","TXN107228"
"2023-11-10","Finance","Travel","North","114110","40432","UPI","TXN107229"
"2022-07-14","HR","Travel","South","104358","33654","Cash","TXN107230"
"2023-08-27","Operations","Utilities","Central","111996","127976","Bank Transfer","TXN107231"
"2021-12-22","IT","Travel","West","142829","101496","Bank Transfer","TXN107232"
"2023-12-14","Marketing","Travel","Central","32846","84693","Cash","TXN107233"
"2023-06-09","HR","Marketing","East","130652","150813","UPI","TXN107234"
"2023-03-04","Sales","Salaries","East","37915","108779","UPI","TXN107235"
"2021-09-22","Finance","Training","West","54617","147676","Card","TXN107236"
"2023-09-09","HR","Training","West","86880","123526","UPI","TXN107237"
"2023-03-13","IT","Marketing","West","138526","142759","UPI","TXN107238"
"2021-02-12","HR","Training","East","43875","41794","Cash","TXN107239"
"2023-05-12","Sales","Marketing","Central","39558","158291","Cash","TXN107240"
"2021-12-16","Operations","Training","North","105017","79331","Bank Transfer","TXN107241"
"2023-07-01","Finance","Travel","North","134720","18769","Cash","TXN107242"
"2021-01-01","IT","Infrastructure","South","30732","27552","Card","TXN107243"
"2022-08-07","Finance","Salaries","East","123141","59186","Bank Transfer","TXN107244"
"2022-03-08","Finance","Infrastructure","West","67238","62302","UPI","TXN107245"
"2021-02-22","Marketing","Travel","Central","69839","13077","Cash","TXN107246"
"2023-07-29","Finance","Utilities","East","105504","156232","Card","TXN107247"
"2022-06-04","HR","Marketing","South","33457","32723","Bank Transfer","TXN107248"
"2021-05-27","HR","Training","North","104056","24019","Card","TXN107249"
"2022-09-21","Operations","Training","Central","141896","49006","Card","TXN107250"
"2021-10-26","Sales","Travel","North","112906","66611","UPI","TXN107251"
"2023-02-28","IT","Training","Central","26734","89152","Bank Transfer","TXN107252"
"2023-04-30","HR","Travel","West","40659","156957","Cash","TXN107253"
"2021-06-27","Finance","Infrastructure","Central","17894","137677","UPI","TXN107254"
"2023-04-22","Sales","Utilities","West","120317","75200","Card","TXN107255"
"2023-05-28","IT","Marketing","East","120167","145668","Bank Transfer","TXN107256"
"2023-01-29","IT","Training","North","113295","129353","UPI","TXN107257"
"2023-12-28","IT","Utilities","Central","12509","20232","Cash","TXN107258"
"2022-03-21","IT","Utilities","Central","78208","106189","Card","TXN107259"
"2022-12-09","Operations","Utilities","South","79694","51963","Bank Transfer","TXN107260"
"2022-08-25","IT","Salaries","North","120592","26406","UPI","TXN107261"
"2021-05-25","Sales","Utilities","East","130925","129897","UPI","TXN107262"
"2021-10-02","HR","Travel","West","131714","135162","Card","TXN107263"
"2022-05-24","Sales","Salaries","East","41171","17379","UPI","TXN107264"
"2023-01-23","Finance","Salaries","South","34525","163486","Cash","TXN107265"
"2022-04-22","Marketing","Utilities","East","36513","11053","Cash","TXN107266"
"2022-10-28","Operations","Training","West","131867","108347","Cash","TXN107267"
"2022-07-22","Operations","Training","North","146869","99388","Bank Transfer","TXN107268"
"2022-06-15","Finance","Training","South","140467","160310","UPI","TXN107269"
"2021-06-08","Sales","Training","Central","124447","135445","Cash","TXN107270"
"2022-11-12","Sales","Travel","Central","114384","27338","Cash","TXN107271"
"2021-01-23","Finance","Training","North","148818","16455","Bank Transfer","TXN107272"
"2023-12-07","Marketing","Marketing","East","99254","93211","UPI","TXN107273"
"2022-06-09","IT","Utilities","Central","118797","135742","Cash","TXN107274"
"2022-12-30","IT","Salaries","South","34316","100805","Cash","TXN107275"
"2021-05-24","HR","Marketing","West","67077","33805","Cash","TXN107276"
"2022-10-30","Sales","Training","East","38880","125704","Bank Transfer","TXN107277"
"2022-11-12","Sales","Marketing","West","45950","64109","UPI","TXN107278"
"2023-08-31","Finance","Salaries","East","30829","94053","Cash","TXN107279"
"2023-03-10","Finance","Training","South","105564","29144","Card","TXN107280"
"2021-03-26","IT","Marketing","West","70495","169109","Bank Transfer","TXN107281"
"2022-02-20","Sales","Travel","South","83107","29249","Card","TXN107282"
"2022-11-25","Sales","Travel","West","57068","123160","UPI","TXN107283"
"2022-04-27","Operations","Utilities","East","93271","81239","Bank Transfer","TXN107284"
"2022-04-01","HR","Utilities","South","15613","39076","Bank Transfer","TXN107285"
"2023-04-07","HR","Marketing","East","142346","118073","Bank Transfer","TXN107286"
"2021-10-24","IT","Salaries","East","47030","78210","UPI","TXN107287"
"2023-08-08","Marketing","Travel","West","103726","45098","Card","TXN107288"
"2022-11-11","Sales","Infrastructure","West","65119","59293","Cash","TXN107289"
"2022-01-13","Operations","Utilities","South","95654","68230","UPI","TXN107290"
"2022-02-25","Sales","Travel","Central","134065","145404","Cash","TXN107291"
"2021-04-15","Finance","Training","North","83311","102856","Cash","TXN107292"
"2021-11-26","IT","Marketing","West","107552","54764","Cash","TXN107293"
"2022-03-15","Marketing","Travel","East","133754","73501","Bank Transfer","TXN107294"
"2022-01-17","HR","Travel","North","42279","28495","Bank Transfer","TXN107295"
"2021-05-18","Sales","Marketing","South","64690","32939","Card","TXN107296"
"2023-08-01","Marketing","Utilities","North","129190","125145","UPI","TXN107297"
"2023-04-23","IT","Utilities","North","120996","30701","Cash","TXN107298"
"2021-09-27","HR","Infrastructure","Central","79906","92153","UPI","TXN107299"
"2022-01-31","Sales","Infrastructure","Central","29782","121693","UPI","TXN107300"
"2023-07-02","Operations","Utilities","North","32829","134029","UPI","TXN107301"
"2022-04-09","IT","Utilities","Central","141404","168278","Bank Transfer","TXN107302"
"2022-03-26","Sales","Utilities","Central","51986","162128","Cash","TXN107303"
"2021-01-20","HR","Utilities","North","62385","51129","Cash","TXN107304"
"2021-08-27","HR","Travel","West","28616","143395","UPI","TXN107305"
"2022-02-22","Operations","Infrastructure","Central","63109","103406","Card","TXN107306"
"2023-11-21","IT","Marketing","North","102729","87754","Bank Transfer","TXN107307"
"2021-07-05","IT","Salaries","West","15282","151374","UPI","TXN107308"
"2021-09-10","Marketing","Marketing","Central","31524","86426","UPI","TXN107309"
"2021-01-19","Sales","Training","North","17744","127713","Cash","TXN107310"
"2022-12-13","Marketing","Salaries","Central","146769","81019","Card","TXN107311"
"2021-08-11","HR","Travel","West","78905","135032","UPI","TXN107312"
"2021-01-03","HR","Training","North","118482","158676","Card","TXN107313"
"2023-05-04","Operations","Infrastructure","West","16553","67799","Cash","TXN107314"
"2021-08-16","Operations","Salaries","East","136343","94547","Cash","TXN107315"
"2023-07-02","IT","Utilities","South","59316","11440","UPI","TXN107316"
"2022-05-14","Marketing","Training","East","20183","79268","Card","TXN107317"
"2022-06-05","HR","Travel","Central","131937","13152","UPI","TXN107318"
"2022-12-03","Sales","Salaries","West","114706","132446","UPI","TXN107319"
"2023-07-06","Finance","Utilities","North","125815","37345","UPI","TXN107320"
"2021-10-18","Sales","Training","West","149133","129705","UPI","TXN107321"
"2023-12-13","Operations","Travel","Central","10368","17501","Card","TXN107322"
"2022-12-16","Sales","Training","North","136277","165356","UPI","TXN107323"
"2023-08-06","HR","Salaries","East","65015","160278","Cash","TXN107324"
"2022-10-10","Marketing","Utilities","West","15304","133044","Cash","TXN107325"
"2023-10-25","IT","Infrastructure","South","65689","55099","Card","TXN107326"
"2022-11-15","Marketing","Travel","Central","38806","91707","UPI","TXN107327"
"2023-05-20","Finance","Salaries","Central","61244","131600","UPI","TXN107328"
"2023-12-07","IT","Utilities","West","74412","11857","Bank Transfer","TXN107329"
"2021-04-04","Finance","Infrastructure","East","10594","42955","UPI","TXN107330"
"2023-07-29","Finance","Training","East","27829","60904","Card","TXN107331"
"2022-07-14","HR","Utilities","South","32424","85967","Card","TXN107332"
"2021-08-01","HR","Infrastructure","South","134220","8780","Bank Transfer","TXN107333"
"2022-03-12","Operations","Salaries","West","31015","168635","Cash","TXN107334"
"2023-05-02","Operations","Utilities","North","35209","155345","Card","TXN107335"
"2022-05-23","Finance","Utilities","East","130880","137611","UPI","TXN107336"
"2023-04-16","Marketing","Marketing","North","132841","25013","UPI","TXN107337"
"2022-10-13","Operations","Travel","North","31140","112033","Cash","TXN107338"
"2021-07-24","HR","Utilities","West","115144","110834","Bank Transfer","TXN107339"
"2022-01-16","Operations","Infrastructure","South","69816","13664","Card","TXN107340"
"2021-03-18","Finance","Travel","North","113154","126609","UPI","TXN107341"
"2023-03-27","IT","Salaries","West","93813","31618","Cash","TXN107342"
"2023-02-07","Marketing","Travel","South","57764","155253","Cash","TXN107343"
"2022-02-14","Marketing","Marketing","North","102227","106083","Cash","TXN107344"
"2021-04-16","Sales","Salaries","North","92428","84854","UPI","TXN107345"
"2022-07-05","Operations","Utilities","South","81889","63729","Cash","TXN107346"
"2023-04-06","Marketing","Training","South","12751","52102","Cash","TXN107347"
"2021-03-29","HR","Salaries","Central","56379","148893","Cash","TXN107348"
"2023-05-31","IT","Salaries","Central","20363","58625","Card","TXN107349"
"2022-06-24","HR","Marketing","West","29227","98591","UPI","TXN107350"
"2021-09-02","Operations","Infrastructure","West","84019","103374","Card","TXN107351"
"2022-08-01","Finance","Salaries","East","118414","24944","Bank Transfer","TXN107352"
"2023-09-09","Sales","Infrastructure","Central","125499","72933","Cash","TXN107353"
"2022-12-18","Sales","Travel","South","126785","141767","UPI","TXN107354"
"2021-05-22","IT","Training","Central","118505","146982","Bank Transfer","TXN107355"
"2023-06-12","Marketing","Marketing","West","59008","22803","Card","TXN107356"
"2021-12-18","Marketing","Utilities","West","76185","80996","Bank Transfer","TXN107357"
"2022-06-29","Marketing","Salaries","West","108864","108307","Card","TXN107358"
"2023-07-02","Sales","Training","South","51729","151480","UPI","TXN107359"
"2021-06-01","Finance","Training","North","42034","106257","Card","TXN107360"
"2022-10-15","Marketing","Infrastructure","West","76039","42229","Bank Transfer","TXN107361"
"2023-08-16","HR","Salaries","Central","35203","37460","Card","TXN107362"
"2023-02-02","Marketing","Training","North","24996","37796","Card","TXN107363"
"2022-09-16","Finance","Marketing","Central","119880","49966","Bank Transfer","TXN107364"
"2022-10-18","IT","Utilities","West","42602","118778","Bank Transfer","TXN107365"
"2022-03-26","IT","Travel","South","37935","78814","Cash","TXN107366"
"2022-12-22","Sales","Travel","North","40425","14825","Bank Transfer","TXN107367"
"2021-02-12","Finance","Infrastructure","North","131339","48822","Card","TXN107368"
"2021-09-21","HR","Training","West","72534","78835","UPI","TXN107369"
"2023-10-24","Finance","Travel","West","55216","122094","UPI","TXN107370"
"2022-08-19","HR","Infrastructure","West","89632","113683","Cash","TXN107371"
"2023-11-06","HR","Utilities","East","44942","107304","Card","TXN107372"
"2023-12-19","Finance","Salaries","South","13527","159203","Bank Transfer","TXN107373"
"2023-10-10","Operations","Marketing","South","23993","74265","Card","TXN107374"
"2021-06-26","Finance","Utilities","West","40224","164080","Bank Transfer","TXN107375"
"2021-03-04","HR","Utilities","East","15423","159393","Bank Transfer","TXN107376"
"2023-08-16","Marketing","Travel","West","37113","141882","Bank Transfer","TXN107377"
"2023-09-30","IT","Travel","West","53246","47231","Cash","TXN107378"
"2022-07-15","IT","Marketing","South","36833","156577","Bank Transfer","TXN107379"
"2023-08-13","Sales","Salaries","East","25928","21135","Card","TXN107380"
"2023-04-30","IT","Utilities","South","131190","37838","Cash","TXN107381"
"2022-08-27","Operations","Training","West","56268","158872","Cash","TXN107382"
"2022-08-29","HR","Travel","Central","70924","63132","UPI","TXN107383"
"2023-04-10","Finance","Utilities","North","99643","153763","Cash","TXN107384"
"2023-01-16","Finance","Salaries","West","91814","117438","Card","TXN107385"
"2022-07-12","Operations","Infrastructure","East","84361","17806","UPI","TXN107386"
"2021-03-05","IT","Salaries","Central","34372","39588","Bank Transfer","TXN107387"
"2023-07-31","HR","Utilities","East","59652","146594","UPI","TXN107388"
"2021-09-06","IT","Utilities","West","11563","69869","Cash","TXN107389"
"2023-07-29","Sales","Marketing","West","30459","58214","Bank Transfer","TXN107390"
"2021-06-06","IT","Utilities","North","99606","48238","Bank Transfer","TXN107391"
"2023-01-05","Sales","Travel","East","99219","105828","Card","TXN107392"
"2023-09-12","Finance","Training","Central","52877","128155","Cash","TXN107393"
"2023-12-26","HR","Marketing","North","44096","135404","Card","TXN107394"
"2022-10-24","Marketing","Utilities","East","24134","152669","Cash","TXN107395"
"2023-11-10","Sales","Salaries","West","33902","111747","Cash","TXN107396"
"2021-02-02","IT","Utilities","North","36117","145006","Bank Transfer","TXN107397"
"2022-07-12","IT","Salaries","West","12766","73745","Bank Transfer","TXN107398"
"2021-03-14","Finance","Salaries","South","61979","135566","UPI","TXN107399"
"2023-04-05","Operations","Utilities","South","107520","98978","Cash","TXN107400"
"2023-12-15","Marketing","Salaries","North","36360","110244","Cash","TXN107401"
"2021-03-02","Operations","Training","North","15605","88315","Bank Transfer","TXN107402"
"2021-09-29","IT","Infrastructure","East","109437","129988","Cash","TXN107403"
"2021-09-03","Operations","Marketing","Central","54349","93449","Cash","TXN107404"
"2022-09-20","Marketing","Utilities","Central","126546","147480","Cash","TXN107405"
"2022-12-06","Marketing","Infrastructure","South","65371","128213","Card","TXN107406"
"2022-10-24","HR","Salaries","South","136733","54508","UPI","TXN107407"
"2021-11-06","Operations","Salaries","South","47473","153094","UPI","TXN107408"
"2022-05-10","HR","Marketing","West","130305","64749","Cash","TXN107409"
"2021-12-04","IT","Infrastructure","Central","112878","123749","Cash","TXN107410"
"2022-08-02","IT","Infrastructure","North","26294","149735","Bank Transfer","TXN107411"
"2021-01-10","IT","Utilities","South","14683","19662","UPI","TXN107412"
"2021-02-18","Finance","Salaries","East","136745","88752","UPI","TXN107413"
"2022-09-15","Operations","Travel","North","110715","73720","Bank Transfer","TXN107414"
"2023-01-01","Sales","Utilities","North","43076","112722","UPI","TXN107415"
"2023-03-06","Marketing","Utilities","North","81712","164249","Card","TXN107416"
"2023-08-29","Sales","Utilities","Central","110136","156765","Bank Transfer","TXN107417"
"2021-05-13","IT","Marketing","South","32567","102737","Cash","TXN107418"
"2021-03-24","Operations","Marketing","East","88509","25396","Card","TXN107419"
"2021-02-26","HR","Utilities","West","26094","34430","UPI","TXN107420"
"2022-01-11","Sales","Training","East","32794","139078","Cash","TXN107421"
"2021-12-15","IT","Travel","East","12000","12045","UPI","TXN107422"
"2021-09-28","Sales","Infrastructure","East","149930","132019","UPI","TXN107423"
"2021-04-21","Sales","Infrastructure","West","75287","88370","Cash","TXN107424"
"2023-05-19","Marketing","Salaries","East","91120","147326","Cash","TXN107425"
"2023-06-06","Sales","Infrastructure","East","16782","25751","Card","TXN107426"
"2021-03-17","IT","Infrastructure","South","111380","8586","UPI","TXN107427"
"2021-11-25","Marketing","Travel","South","146188","123066","Bank Transfer","TXN107428"
"2021-05-02","IT","Infrastructure","South","51405","88166","Bank Transfer","TXN107429"
"2021-02-10","Finance","Travel","North","145455","71146","Bank Transfer","TXN107430"
"2023-07-11","Finance","Marketing","East","35657","82983","UPI","TXN107431"
"2022-10-04","Finance","Travel","Central","79287","51401","UPI","TXN107432"
"2023-11-13","Sales","Marketing","Central","56620","56887","Cash","TXN107433"
"2021-10-06","Operations","Travel","Central","141016","126035","Card","TXN107434"
"2023-02-02","IT","Utilities","West","107361","98210","UPI","TXN107435"
"2022-04-14","Finance","Training","South","121366","23218","Bank Transfer","TXN107436"
"2021-01-09","Operations","Marketing","South","17785","149723","UPI","TXN107437"
"2021-01-13","Finance","Marketing","South","22564","131293","Card","TXN107438"
"2023-07-13","Finance","Infrastructure","West","32479","155769","UPI","TXN107439"
"2023-07-12","Operations","Marketing","East","137938","67717","Card","TXN107440"
"2023-12-12","Finance","Travel","North","100225","138109","Cash","TXN107441"
"2023-12-11","Sales","Utilities","South","132084","67129","Card","TXN107442"
"2022-10-15","Sales","Utilities","East","38259","74968","Bank Transfer","TXN107443"
"2022-09-13","Marketing","Infrastructure","Central","73742","86246","UPI","TXN107444"
"2021-07-15","Sales","Travel","North","50302","137674","UPI","TXN107445"
"2022-02-21","HR","Travel","Central","135982","116090","Bank Transfer","TXN107446"
"2022-10-26","Marketing","Salaries","East","128891","70116","Card","TXN107447"
"2021-05-28","Finance","Marketing","East","63529","118079","UPI","TXN107448"
"2023-09-28","HR","Infrastructure","Central","143740","88481","UPI","TXN107449"
"2021-12-30","IT","Utilities","North","32917","155793","Card","TXN107450"
"2022-02-06","Operations","Training","Central","102688","123245","Card","TXN107451"
"2022-08-29","IT","Salaries","Central","111545","96968","Card","TXN107452"
"2021-08-17","HR","Travel","Central","76413","140288","UPI","TXN107453"
"2022-06-21","Sales","Marketing","North","125886","27814","Bank Transfer","TXN107454"
"2021-09-25","Finance","Utilities","West","43221","95593","Bank Transfer","TXN107455"
"2023-11-01","Marketing","Salaries","North","126831","52285","Cash","TXN107456"
"2021-05-06","Finance","Travel","Central","120081","149595","Card","TXN107457"
"2021-11-02","Sales","Utilities","South","115508","38307","Bank Transfer","TXN107458"
"2022-09-20","Finance","Utilities","South","19103","12668","Card","TXN107459"
"2022-11-20","Operations","Travel","East","122892","36199","UPI","TXN107460"
"2023-11-04","Operations","Travel","West","101579","114677","Bank Transfer","TXN107461"
"2021-10-08","Operations","Infrastructure","East","141512","95610","UPI","TXN107462"
"2022-03-19","IT","Utilities","East","109299","103454","Cash","TXN107463"
"2023-04-17","Sales","Travel","South","77647","166118","Bank Transfer","TXN107464"
"2022-01-24","Operations","Training","North","46868","135229","Bank Transfer","TXN107465"
"2022-09-09","HR","Training","East","48983","107962","Cash","TXN107466"
"2021-05-27","Operations","Salaries","East","46236","97483","Card","TXN107467"
"2022-06-05","Marketing","Marketing","West","121208","155881","Bank Transfer","TXN107468"
"2022-09-22","IT","Training","South","49241","23806","Cash","TXN107469"
"2022-03-10","HR","Infrastructure","North","31650","134457","UPI","TXN107470"
"2021-05-24","Sales","Travel","West","140462","168904","Cash","TXN107471"
"2021-10-16","Sales","Marketing","North","58867","13029","UPI","TXN107472"
"2021-01-14","Marketing","Infrastructure","North","65644","13064","Cash","TXN107473"
"2021-09-14","Operations","Utilities","East","14460","160313","Bank Transfer","TXN107474"
"2023-05-08","HR","Marketing","West","41135","106872","Card","TXN107475"
"2023-08-01","Marketing","Training","East","104832","133506","Bank Transfer","TXN107476"
"2022-04-09","HR","Infrastructure","Central","121098","57382","Bank Transfer","TXN107477"
"2021-09-27","Operations","Travel","North","18714","138291","UPI","TXN107478"
"2022-09-15","Operations","Travel","West","75785","104541","Bank Transfer","TXN107479"
"2021-03-13","Finance","Infrastructure","South","16591","137945","Cash","TXN107480"
"2021-03-15","Finance","Utilities","East","36402","46687","Card","TXN107481"
"2021-12-21","Operations","Training","Central","118626","70855","Bank Transfer","TXN107482"
"2022-05-12","IT","Infrastructure","Central","83244","59777","Card","TXN107483"
"2023-09-15","Marketing","Salaries","Central","16482","66380","UPI","TXN107484"
"2022-08-03","Finance","Infrastructure","East","98158","127126","Bank Transfer","TXN107485"
"2023-06-29","Operations","Infrastructure","South","139935","91532","Card","TXN107486"
"2022-01-08","HR","Training","West","54953","122499","Cash","TXN107487"
"2021-12-28","Marketing","Travel","North","131784","14041","Card","TXN107488"
"2021-04-03","Finance","Utilities","South","109208","41353","Cash","TXN107489"
"2021-11-20","IT","Infrastructure","East","31426","8421","Cash","TXN107490"
"2022-01-19","Marketing","Marketing","West","94059","50273","UPI","TXN107491"
"2022-07-29","Marketing","Travel","North","146215","91233","Card","TXN107492"
"2023-01-06","Sales","Travel","West","140865","70482","Bank Transfer","TXN107493"
"2023-01-07","HR","Infrastructure","North","79683","159298","Bank Transfer","TXN107494"
"2021-12-12","IT","Training","North","77883","153011","Bank Transfer","TXN107495"
"2022-12-20","IT","Marketing","Central","57448","48227","Bank Transfer","TXN107496"
"2023-02-20","IT","Infrastructure","East","64653","30905","Card","TXN107497"
"2023-10-17","HR","Marketing","South","24720","83466","UPI","TXN107498"
"2022-10-26","IT","Travel","Central","35430","135103","Bank Transfer","TXN107499"
"2022-08-23","Sales","Marketing","Central","67063","110832","Bank Transfer","TXN107500"
"2021-01-11","Finance","Infrastructure","West","136929","14957","Cash","TXN107501"
"2021-07-06","HR","Salaries","North","102479","71425","Card","TXN107502"
"2022-12-27","IT","Salaries","North","16535","121933","Cash","TXN107503"
"2023-11-05","Operations","Marketing","West","106225","16706","Cash","TXN107504"
"2023-02-17","Finance","Training","East","73402","115484","UPI","TXN107505"
"2022-02-15","Marketing","Infrastructure","North","16156","33993","Bank Transfer","TXN107506"
"2023-08-14","HR","Utilities","Central","74896","62324","Bank Transfer","TXN107507"
"2022-08-08","Operations","Salaries","Central","90561","59166","Card","TXN107508"
"2023-12-12","Marketing","Travel","North","28688","114946","Cash","TXN107509"
"2023-11-18","Operations","Infrastructure","North","141179","21906","Bank Transfer","TXN107510"
"2022-07-31","IT","Infrastructure","East","61060","35491","UPI","TXN107511"
"2023-11-07","HR","Salaries","North","75199","70787","Cash","TXN107512"
"2023-09-16","IT","Utilities","East","126918","37535","UPI","TXN107513"
"2023-01-13","Marketing","Travel","Central","136657","124231","UPI","TXN107514"
"2021-07-23","Sales","Utilities","East","34942","157749","UPI","TXN107515"
"2023-12-13","Operations","Travel","North","137806","60266","Bank Transfer","TXN107516"
"2023-09-01","Sales","Salaries","South","62746","98504","UPI","TXN107517"
"2023-07-29","Marketing","Infrastructure","North","12921","77794","UPI","TXN107518"
"2023-12-14","IT","Travel","South","74770","69905","Bank Transfer","TXN107519"
"2023-11-21","Finance","Infrastructure","Central","104380","17362","Bank Transfer","TXN107520"
"2023-12-18","Operations","Marketing","West","11740","153327","Bank Transfer","TXN107521"
"2021-04-15","Finance","Marketing","Central","147212","103055","Card","TXN107522"
"2021-09-10","HR","Salaries","Central","71880","35138","Cash","TXN107523"
"2021-10-22","Operations","Salaries","Central","118942","59345","Cash","TXN107524"
"2022-10-30","Sales","Training","East","70853","150847","Card","TXN107525"
"2022-07-03","Finance","Salaries","Central","35460","134220","Card","TXN107526"
"2022-09-23","Marketing","Marketing","West","16993","130266","Card","TXN107527"
"2023-12-27","HR","Travel","North","136399","162867","Bank Transfer","TXN107528"
"2021-10-26","Operations","Utilities","South","64741","84071","UPI","TXN107529"
"2021-04-11","Marketing","Salaries","Central","17005","14950","Bank Transfer","TXN107530"
"2023-12-16","HR","Utilities","South","60412","166009","UPI","TXN107531"
"2021-11-28","Sales","Utilities","Central","90387","120919","Cash","TXN107532"
"2023-04-16","Marketing","Marketing","East","107115","67868","UPI","TXN107533"
"2022-01-28","Operations","Training","South","131927","67925","Card","TXN107534"
"2023-05-24","HR","Travel","Central","33823","19826","Cash","TXN107535"
"2022-01-16","IT","Marketing","Central","12334","120851","UPI","TXN107536"
"2021-04-02","Operations","Salaries","West","114534","169233","Card","TXN107537"
"2022-03-23","Operations","Marketing","West","133265","24366","UPI","TXN107538"
"2021-04-19","Operations","Marketing","West","58200","122379","UPI","TXN107539"
"2021-11-13","Operations","Marketing","East","76138","151839","UPI","TXN107540"
"2022-03-18","IT","Salaries","South","75196","70846","Cash","TXN107541"
"2021-08-06","Marketing","Salaries","East","58437","114556","UPI","TXN107542"
"2022-11-04","Marketing","Marketing","North","125130","168331","Card","TXN107543"
"2021-10-05","Marketing","Marketing","Central","86360","20496","UPI","TXN107544"
"2023-10-06","Sales","Utilities","Central","81392","89876","Card","TXN107545"
"2022-07-23","IT","Travel","Central","29685","40804","Bank Transfer","TXN107546"
"2023-10-07","IT","Utilities","West","143373","17349","Cash","TXN107547"
"2023-05-25","HR","Training","Central","129138","81454","Bank Transfer","TXN107548"
"2022-04-11","Finance","Travel","West","24073","72135","Bank Transfer","TXN107549"
"2023-04-19","Marketing","Training","North","13566","31699","Cash","TXN107550"
"2023-01-24","Finance","Travel","East","32937","165068","Bank Transfer","TXN107551"
"2023-04-18","HR","Marketing","East","91094","103734","Card","TXN107552"
"2021-01-30","IT","Utilities","East","61628","16698","Card","TXN107553"
